realX,realY,xMinusEarth,yMinusEarth
1.0,1.0,35.8860778808594,454.659271240234
1.240506329113924,1.0,44.44864780088018,440.9976486012903
1.481012658227848,1.0,53.011217720900945,427.3360259623466
1.7215189873417722,1.0,61.57378764092173,413.6744033234029
1.9620253164556962,1.0,70.1363575609425,400.0127806844592
2.2025316455696204,1.0,77.56370447858977,381.87275367447097
2.4430379746835444,1.0,84.778197083292,362.893025844912
2.6835443037974684,1.0,91.99268968799423,343.913298015353
2.9240506329113924,1.0,99.20718229269646,324.933570185794
3.1645569620253164,1.0,102.20866915545851,316.0842296745203
3.4050632911392404,1.0,103.26569182963279,311.9104525409168
3.6455696202531644,1.0,104.32271450380706,307.7366754073133
3.886075949367089,1.0,105.37973717798134,303.5628982737098
4.126582278481013,1.0,106.80494091178778,295.46481168722835
4.367088607594937,1.0,108.56150759926314,283.83484659315695
4.6075949367088604,1.0,110.3180742867385,272.20488149908556
4.848101265822785,1.0,112.07464097421388,260.5749164050141
5.088607594936709,1.0,112.79551445683356,249.66841685621068
5.329113924050633,1.0,111.74091387398636,240.0021439564381
5.569620253164557,1.0,110.68631329113916,230.33587105666544
5.810126582278481,1.0,109.63171270829194,220.66959815689285
6.050632911392405,1.0,108.71327460566631,211.34743219689477
6.291139240506329,1.0,108.30544580387156,203.3156672610512
6.531645569620253,1.0,107.89761700207681,195.2839023252076
6.772151898734178,1.0,107.48978820028206,187.252137389364
7.012658227848101,1.0,107.00000038629882,179.26002019568324
7.253164556962026,1.0,105.03495035292255,171.98156236093254
7.493670886075949,1.0,103.06990031954629,164.7031045261819
7.734177215189874,1.0,101.10485028617002,157.4246466914312
7.974683544303797,1.0,99.13980025279375,150.14618885668054
8.215189873417721,1.0,97.00978532622133,144.2812936517259
8.455696202531644,1.0,94.86036276515527,138.5826999326296
8.69620253164557,1.0,92.71094020408918,132.88410621353327
8.936708860759495,1.0,90.56151764302311,127.18551249443695
9.177215189873419,1.0,88.36296178117581,121.99655846704387
9.417721518987342,1.0,86.14685831190664,116.98961861525908
9.658227848101266,1.0,83.93075484263748,111.9826787634743
9.89873417721519,1.0,81.71465137336833,106.9757389116895
