realX,realY,xMinusEarth,yMinusEarth
14,12,115.066528320313,-11.4936828613281
14,13,112.938385009766,-20.755615234375
14,14,108.836212158203,-30.2999877929687
14,15,103.810882568359,-38.8948059082031
14,16,97.1640014648438,-46.1346435546875
14,17,88.5551452636719,-53.3837890625
14,18,80.5281066894531,-58.96484375
14,19,72.9399108886719,-63.1954956054688
14,2,64.0762329101563,52.6695251464844
14,20,64.6260070800781,-65.9317016601563
14,21,55.5523681640625,-66.5206909179688
14,22,45.8741760253906,-64.66064453125
14,23,37.4581909179687,-63.3995056152344
14,24,30.5099487304687,-61.2974548339844
14,25,24.1654968261719,-60.4646301269531
14,26,18.3186340332031,-58.1915283203125
14,27,12.9141235351563,-56.461181640625
14,28,8.31878662109375,-54.5001220703125
14,29,4.715576171875,-52.564697265625
14,3,71.1778259277344,52.113037109375
14,30,1.04629516601563,-50.3263854980469
14,31,-1.40960693359375,-47.6124572753906
14,32,-4.90234375,-45.2680969238281
14,33,-7.07962036132813,-42.5531005859375
14,4,79.7103881835938,53.154296875
14,5,88.1747436523438,49.4557189941406
14,6,95.8377075195313,43.1648254394531
14,7,102.584838867188,35.7180786132812
14,8,108.261413574219,26.8730163574219
14,9,112.202301025391,16.9581604003906
1,5,622.444458007813,1013.3561706543
15,1,49.0155029296875,46.0549926757813
15,10,97.7674865722656,5.91033935546875
15,11,98.5928344726563,-3.231201171875
15,12,97.3886108398438,-11.4889526367188
15,13,95.7682800292969,-19.310302734375
15,14,92.6571655273438,-27.0326232910156
15,15,88.7612915039063,-34.6672058105469
15,16,83.511962890625,-40.3865051269531
15,17,77.5343322753906,-46.6226196289063
15,18,70.8882141113281,-51.3491821289063
15,19,64.0914916992188,-55.0016784667969
15,2,55.5938720703125,44.0426635742188
15,20,56.6011047363281,-58.0668640136719
15,21,48.3293151855469,-57.9104614257813
15,22,41.0105895996094,-56.8556213378906
15,23,33.6294555664062,-55.6040954589844
15,24,27.3068237304687,-55.618896484375
15,25,22.2044372558594,-55.250244140625
15,26,17.5384521484375,-53.5618591308594
15,27,12.80029296875,-52.0710754394531
15,28,8.67477416992188,-50.4107666015625
15,29,4.71817016601563,-48.7486267089844
15,3,61.8353271484375,43.2257080078125
15,30,1.17950439453125,-47.2673034667969
15,31,-0.8087158203125,-44.8239135742188
15,32,-4.1998291015625,-42.7658081054688
15,33,-6.51153564453125,-40.8087158203125
15,4,69.6134948730469,43.8690185546875
15,5,76.9358825683594,41.5725708007813
15,6,83.7678527832031,35.7772827148437
15,7,90.5825805664063,29.7543334960937
15,8,94.3785095214844,22.2468566894531
15,9,96.8685913085938,14.1282653808594
1,6,958.547210693359,1144.87427368164
16,1,44.1934204101563,39.6107482910156
16,10,84.0608215332031,4.75448608398438
16,11,83.8768005371094,-2.6361083984375
16,12,83.6662292480469,-9.60235595703125
16,13,81.8785095214844,-16.7129516601563
16,14,79.4541931152344,-23.8566589355469
16,15,76.4065551757813,-29.8519897460937
16,16,72.801513671875,-34.8051452636719
16,17,67.4821472167969,-40.3883361816406
16,18,62.3052978515625,-44.6238708496094
16,19,56.6693115234375,-48.2997131347656
16,2,49.5254516601563,38.0020141601562
16,20,50.13671875,-49.8764038085938
16,21,42.7360534667969,-49.2767333984375
16,22,36.4720153808594,-49.2013549804688
16,23,30.6930541992187,-49.4554138183594
16,24,25.792236328125,-49.7061157226563
16,25,21.0726928710937,-49.6076965332031
16,26,15.8424377441406,-48.8911437988281
16,27,11.5754699707031,-47.7764892578125
16,28,7.89398193359375,-45.9172058105469
16,29,4.95468139648438,-45.1139831542969
16,3,54.5558166503906,36.966552734375
16,30,1.78298950195313,-43.9329528808594
16,31,-1.50222778320313,-41.2689208984375
16,32,-3.30184936523437,-40.0515747070313
16,33,-6.2042236328125,-38.3543395996094
16,4,61.0171508789063,37.2093200683594
16,5,68.026123046875,34.8068237304687
16,6,74.1059875488281,30.03662109375
16,7,78.9297485351563,24.971923828125
16,8,81.5901184082031,19.2318725585938
16,9,83.6961364746094,12.3077392578125
1,7,1323.50709838867,1184.16714477539
17,1,39.6853637695312,33.8810729980469
17,10,72.7096557617188,4.10888671875
17,11,72.3193359375,-2.8277587890625
17,12,70.9507751464844,-10.0874328613281
17,13,70.3340148925781,-14.466552734375
17,14,68.5626220703125,-20.8197021484375
17,15,66.1424255371094,-26.3737487792969
17,16,62.4830627441406,-31.3877868652344
17,17,58.2919311523438,-36.3905334472656
17,18,55.0112915039063,-39.6018981933594
17,19,49.2091369628906,-42.5370788574219
17,2,43.963623046875,31.9940185546875
17,20,44.5808410644531,-42.9536437988281
17,21,38.3235168457031,-42.5453186035156
17,22,32.2615051269531,-43.1181335449219
17,23,27.242431640625,-43.6122131347656
17,24,22.9182434082031,-44.2538452148438
17,25,19.6499633789063,-44.0122985839844
17,26,14.16015625,-43.9028930664063
17,27,10.7540199973366,-43.5671026056463
17,28,7.40737915039063,-42.4371337890625
17,3,48.7330627441406,30.7150268554687
17,30,1.27197265625,-40.3926086425781
17,31,-0.839691162109375,-38.6158752441406
17,32,-3.12545776367187,-36.976318359375
17,33,-5.262451171875,-35.9872436523437
17,4,53.6271667480469,29.4976806640625
17,5,59.2837524414063,27.7531433105469
17,6,63.8778686523438,24.4900512695312
17,7,68.19091796875,20.4226684570312
17,8,70.9248352050781,15.8934020996094
17,9,72.7861022949219,11.5423583984375
1,8,1738.32766723633,1100.99457397461
18,1,35.1167297363281,29.1494750976562
18,10,63.3084106445313,3.7451171875
18,11,62.8433227539063,-2.70751953125
18,12,63.0122375488281,-8.30947875976563
18,13,60.7823181152344,-14.5738220214844
18,14,58.8117980957031,-18.5501098632813
18,15,56.5582275390625,-23.4368896484375
18,16,53.9802551269531,-28.5371398925781
18,17,50.902099609375,-32.4284362792969
18,18,47.0802307128906,-35.6584167480469
18,19,43.0117797851563,-36.81396484375
18,2,39.3780517578125,27.7621459960937
18,20,38.4996032714844,-37.4111938476562
18,21,33.8076782226562,-36.9190979003906
18,22,28.5987854003906,-38.4877014160156
18,23,24.5822143554687,-39.6733093261719
18,24,20.4241943359375,-39.9656677246094
18,25,16.4927673339844,-39.8033142089844
18,26,12.8041076660156,-40.2154541015625
18,27,9.03518676757813,-39.400634765625
18,28,6.002197265625,-39.1883850097656
18,29,3.6102294921875,-39.2607116699219
18,3,42.4432373046875,27.4440002441406
18,30,0.810089111328125,-37.6541137695312
18,31,-1.28875732421875,-36.8008422851562
18,32,-3.720703125,-34.9200439453125
18,33,-5.42800903320313,-33.14208984375
18,4,45.8786010742188,25.7499694824219
18,5,48.6488342285156,23.1135559082031
18,6,53.2905578613281,20.1075744628906
18,7,57.3109436035156,16.781005859375
18,8,60.7810974121094,14.0876770019531
18,9,62.7433776855469,10.0398254394531
1,9,2129.13820856268,924.465595592152
19,1,30.8634948730469,24.3899536132812
19,10,54.4793701171875,3.89816284179687
19,11,54.2520141601563,-1.76528930664063
19,12,53.5771179199219,-7.35580444335938
19,13,52.1653747558594,-12.70751953125
19,14,51.260986328125,-17.1940612792969
19,15,49.0737915039063,-21.7474365234375
19,16,46.5476989746094,-25.4844665527344
19,17,44.820556640625,-29.7030639648437
19,18,40.8856201171875,-31.7057800292969
19,19,36.7343139648437,-32.3320007324219
19,2,34.3853759765625,24.8760986328125
19,20,32.9153442382812,-32.8656005859375
19,21,29.2417907714844,-32.7008056640625
19,22,25.4541015625,-34.2027282714844
19,23,21.1279296875,-35.19287109375
19,24,17.779541015625,-35.421142578125
19,25,14.1114807128906,-36.2411499023437
19,26,9.56680297851563,-36.248779296875
19,27,7.14004516601563,-35.7760620117187
19,28,4.57977294921875,-36.4242553710937
19,29,2.2564697265625,-36.6627502441406
19,3,37.1171569824219,24.7077941894531
19,30,0.697784423828125,-35.3530883789062
19,31,-1.14517211914063,-34.544677734375
19,32,-3.404541015625,-33.14697265625
19,33,-4.93667602539063,-31.761474609375
19,4,39.3159484863281,23.0531311035156
19,5,41.6801452636719,20.0360107421875
19,6,43.2699584960938,15.6379699707031
19,7,47.56591796875,12.2518920898438
19,8,51.0780334472656,10.6187438964844
19,9,53.4962463378906,8.75320434570313
20,1,27.3591613769531,20.2691650390625
20,10,47.098388671875,3.00003051757812
20,11,46.6802978515625,-2.4383544921875
20,12,46.002197265625,-7.2259521484375
20,13,45.2439880371094,-12.2116088867188
20,14,44.1151428222656,-16.2750244140625
20,15,42.2943115234375,-19.9929809570313
20,16,40.3469848632813,-23.5008239746094
20,17,38.1082153320312,-26.1466979980469
20,18,34.9868774414062,-28.2823181152344
20,19,31.3670349121094,-28.1036376953125
20,2,29.3846130371094,20.521240234375
20,20,27.9597473144531,-28.8461303710937
20,21,24.8448181152344,-29.4367980957031
20,22,21.7338562011719,-29.6784973144531
20,23,18.4687805175781,-31.102294921875
20,24,15.333251953125,-32.0259094238281
20,25,11.4273071289063,-32.2718811035156
20,26,7.92510986328125,-32.847900390625
20,27,5.7867431640625,-33.9639282226562
20,28,3.61190795898437,-34.9588012695312
20,29,1.72714233398438,-34.8178100585937
20,3,31.8376159667969,22.1835327148437
20,30,0.052490234375,-33.2357788085937
20,31,-2.04421997070312,-32.6104736328125
20,32,-3.77975463867187,-30.9689331054687
20,33,-5.5859375,-30.4464721679687
20,4,33.8630676269531,20.5595397949219
20,5,36.2420654296875,16.4382934570313
20,6,37.7519226074219,12.4478149414063
20,7,39.8715209960937,8.80874633789063
20,8,43.3934020996094,6.61453247070313
20,9,45.7945251464844,5.823974609375
2,1,71.4883422851563,397.855682373047
2,10,1716.9410949707,381.89697265625
2,11,1800.40297241211,118.215179443359
2,12,1775.74295043945,-146.732788085938
2,13,1636.91162719727,-414.461669921875
2,14,1420.28578491211,-627.740020751953
2,15,1140.82261352539,-753.138732910156
2,16,886.57958984375,-810.443725585938
2,17,629.748382568359,-778.772888183594
2,18,436.259765625,-717.994689941406
2,19,284.517059326172,-638.481292724609
2,2,141.809692382812,483.292388916016
2,20,174.138641357422,-549.468841552734
2,21,94.3234252929688,-466.516418457031
2,22,42.7047729492188,-391.617736816406
2,23,5.82489013671875,-325.809020996094
2,24,-18.895263671875,-270.782165527344
2,25,-34.566650390625,-227.885284423828
2,26,-41.0968017578125,-190.123443603516
2,27,-44.0422058105469,-161.610870361328
2,28,-45.8331298828125,-136.968994140625
2,29,-46.2991333007813,-118.392791748047
2,3,241.097869873047,580.211334228516
2,30,-46.7942810058594,-100.922088623047
2,31,-46.722412109375,-87.9759216308594
2,32,-45.889892578125,-76.9929504394531
2,33,-44.7599792480469,-68.2809448242188
2,4,372.604675292969,688.401184082031
2,5,561.405487060547,768.615112304687
2,6,784.048919677734,818.787231445313
2,7,1031.84690551758,828.121643066406
2,8,1314.35668334961,763.460998535156
2,9,1553.02826538086,636.73583984375
3,1,101.485443115234,318.939971923828
3,10,1256.14286499023,260.373382568359
3,11,1293.04702758789,79.0342712402344
3,12,1283.99337768555,-109.037780761719
3,13,1203.35999145508,-286.543273925781
3,14,1069.35852661133,-431.569671630859
3,15,882.541198730469,-530.293884277344
3,16,707.516937255859,-577.280426025391
3,17,546.085968017578,-583.27392578125
3,18,394.271392822266,-556.014709472656
3,19,276.035003662109,-511.497650146484
3,2,158.975067138672,412.664794921875
3,20,187.1923828125,-452.240447998047
3,21,115.661163330078,-390.491638183594
3,22,67.3829650878906,-336.078796386719
3,23,30.5242919921875,-286.062622070312
3,24,6.72134399414063,-242.251586914062
3,25,-10.379638671875,-207.190399169922
3,26,-20.5572509765625,-177.955627441406
3,27,-27.7854919433594,-153.461761474609
3,28,-32.2134399414062,-133.25439453125
3,29,-35.8497619628906,-114.3896484375
3,3,243.863677978516,476.098022460937
3,30,-38.0966186523437,-97.6240539550781
3,31,-39.9436950683594,-85.579833984375
3,32,-39.3844604492187,-75.5227661132813
3,33,-38.0758666992187,-66.7794799804688
3,4,352.488098144531,527.819519042969
3,5,491.079711914063,576.915435791016
3,6,654.301452636719,602.783813476563
3,7,830.559692382812,584.395141601563
3,8,992.107550048828,525.733795166016
3,9,1150.92118530273,415.579223632813
4,1,105.880432128906,301.585845947266
4,10,940.381164550781,183.720703125
4,11,969.322662353516,46.422119140625
4,12,950.116119384766,-87.0391845703125
4,13,891.128234863281,-211.851654052734
4,14,801.533813476562,-314.09912109375
4,15,697.261962890625,-383.530120849609
4,16,589.101409912109,-437.552185058594
4,17,449.886322021484,-444.255981445312
4,18,344.972534179688,-436.740264892578
4,19,256.003875732422,-411.810913085938
4,2,165.186004638672,345.815124511719
4,20,180.526428222656,-375.746765136719
4,21,122.082214355469,-335.844421386719
4,22,79.2756652832031,-295.547637939453
4,23,46.192626953125,-256.112518310547
4,24,21.8495178222656,-225.053100585937
4,25,4.83047485351563,-195.655212402344
4,26,-8.19961547851563,-169.507293701172
4,27,-17.8358798556858,-146.562788221571
4,28,-24.434814453125,-126.099090576172
4,29,-28.0294799804687,-109.022064208984
4,3,231.905212402344,385.992584228516
4,30,-31.7732238769531,-94.1716003417969
4,31,-33.3331298828125,-83.82080078125
4,32,-33.84521484375,-75.4197692871094
4,33,-34.0586853027344,-67.3046875
4,34,-33.577880859375,-59.5951843261719
4,4,317.256622314453,427.274780273438
4,5,421.703796386719,442.818450927734
4,6,529.513854980469,449.232025146484
4,7,656.679077148438,419.869537353516
4,8,768.661193847656,375.654144287109
4,9,868.716888427734,294.678497314453
5,1,113.184051513672,253.229675292969
5,10,707.940979003906,125.99365234375
5,11,724.322357177734,32.1186828613281
5,12,727.522888183594,-56.9435119628906
5,13,693.137512207031,-144.629669189453
5,14,628.352966308594,-223.090667724609
5,15,558.990783691406,-281.873931884766
5,16,471.720275878906,-322.332763671875
5,17,386.11083984375,-338.239593505859
5,18,303.638153076172,-340.941314697266
5,19,234.492034912109,-328.241577148437
5,2,158.373870849609,282.733612060547
5,20,173.242492675781,-306.310729980469
5,21,123.67919921875,-278.993988037109
5,22,87.03857421875,-251.265869140625
5,23,57.2901916503906,-221.898803710937
5,24,34.9693298339844,-196.462554931641
5,25,17.9243469238281,-173.726654052734
5,26,3.6505126953125,-153.7939453125
5,27,-7.47299194335938,-135.147705078125
5,28,-15.7073974609375,-117.517242431641
5,29,-22.0526123046875,-102.830963134766
5,3,216.676940917969,309.999084472656
5,30,-25.5276489257812,-90.5967712402344
5,31,-27.352294921875,-81.3691711425781
5,32,-28.3810424804687,-73.0308532714844
5,33,-29.5744323730469,-65.6773376464844
5,4,281.126403808594,329.633941650391
5,5,359.582214355469,339.220581054687
5,6,438.854827880859,335.926208496094
5,7,522.841796875,311.820526123047
5,8,602.622528076172,268.130035400391
5,9,668.988494873047,205.0390625
6,1,108.799133300781,213.038330078125
6,10,558.806457519531,91.29150390625
6,11,572.139892578125,25.6411743164062
6,12,568.487091064453,-46.2994384765625
6,13,543.700256347656,-111.134796142578
6,14,494.082641601563,-169.353942871094
6,15,443.394470214844,-212.375335693359
6,16,384.045486450195,-244.511540730794
6,17,324.210942586263,-263.401794433594
6,18,262.699890136719,-269.126434326172
6,19,205.656890869141,-264.255218505859
6,2,149.814453125,235.162658691406
6,20,157.901153564453,-253.056030273437
6,21,118.201141357422,-236.290740966797
6,22,86.03515625,-216.822814941406
6,23,59.3807983398438,-194.921264648438
6,24,39.9568176269531,-174.938049316406
6,25,24.0980529785156,-157.359161376953
6,26,9.78317260742188,-139.515686035156
6,27,-1.65283203125,-122.824096679688
6,28,-9.84954833984375,-108.873138427734
6,29,-15.6187438964844,-96.8634033203125
6,3,193.419952392578,253.454284667969
6,30,-19.7579956054688,-86.99462890625
6,31,-22.3368835449219,-78.8151550292969
6,32,-24.2214965820312,-71.20849609375
6,33,-25.8549499511719,-62.9498291015625
6,4,247.817230224609,261.273803710937
6,5,303.917388916016,263.091583251953
6,6,360.719451904297,254.660339355469
6,7,423.655395507813,233.934631347656
6,8,478.419494628906,197.603454589844
6,9,526.730499267578,150.778198242188
7,1,107.103424072266,179.643096923828
7,10,442.900695800781,64.3670654296875
7,11,452.171783447266,15.2163696289063
7,12,448.264923095703,-36.3453674316406
7,13,430.508270263672,-86.9891357421875
7,14,401.101837158203,-128.847045898438
7,15,361.898040771484,-164.544525146484
7,16,317.729949951172,-191.545257568359
7,17,276.595306396484,-206.220703125
7,18,227.878570556641,-215.465545654297
7,19,185.666198730469,-216.065216064453
7,2,138.290863037109,191.377868652344
7,20,145.829010009766,-210.958709716797
7,21,111.761779785156,-199.950256347656
7,22,83.3590698242188,-186.385498046875
7,23,59.3458557128906,-170.421752929688
7,24,41.8472290039063,-155.213317871094
7,25,26.7851257324219,-139.766998291016
7,26,13.6502075195313,-125.642852783203
7,27,3.16482543945312,-111.852722167969
7,28,-4.23187255859375,-101.033020019531
7,29,-10.0535583496094,-91.2779235839844
7,3,176.417846679688,202.693328857422
7,30,-14.1531372070313,-83.0758666992188
7,31,-17.3527526855469,-75.9600830078125
7,32,-20.0102233886719,-68.8861083984375
7,33,-21.7041015625,-61.3241577148438
7,4,214.589691162109,207.770385742187
7,5,260.300750732422,206.674041748047
7,6,303.546600341797,197.859954833984
7,7,347.469482421875,178.070831298828
7,8,388.334045410156,148.607635498047
7,9,420.403137207031,109.546508789063
8,1,98.9329528808594,149.380035400391
8,10,353.338775634766,46.6552734375
8,11,361.889038085937,10.9463500976563
8,12,359.100646972656,-28.8136291503906
8,13,348.545684814453,-65.8712768554688
8,14,329.787292480469,-99.2132568359375
8,15,301.59912109375,-128.377532958984
8,16,266.147766113281,-151.927795410156
8,17,232.319030761719,-166.006927490234
8,18,196.222991943359,-173.950653076172
8,19,161.757202148438,-176.933898925781
8,2,127.137756347656,160.071411132812
8,20,132.156524658203,-175.003814697266
8,21,103.582153320313,-169.040222167969
8,22,79.8733520507813,-160.281219482422
8,23,59.7840881347656,-150.447235107422
8,24,42.3197937011719,-137.555694580078
8,25,28.2046508789062,-125.087890625
8,26,15.7814025878906,-113.427124023438
8,27,7.00424194335938,-102.537231445313
8,28,-0.243377685546875,-93.6383056640625
8,29,-5.46600341796875,-85.1681518554688
8,3,157.866516113281,166.413116455078
8,30,-10.4814147949219,-78.5916137695313
8,31,-12.9345703125,-72.3196411132813
8,32,-15.6053161621094,-65.8518981933594
8,33,-18.1961059570313,-59.7477722167969
8,4,189.203796386719,168.792419433594
8,5,221.179504394531,164.0869140625
8,6,254.358520507812,153.815612792969
8,7,287.875061035156,136.263885498047
8,8,316.220092773437,112.688903808594
8,9,338.482360839844,82.6356506347656
9,1,89.9958801269531,125.685882568359
9,10,289.080047607422,35.8042907714844
9,11,293.974151611328,7.28607177734375
9,12,291.965637207031,-22.3712158203125
9,13,284.184417724609,-51.3899230957031
9,14,269.862670898438,-79.4419860839844
9,15,246.948394775391,-103.795318603516
9,16,225.103759765625,-119.860382080078
9,17,197.973022460938,-133.634490966797
9,18,168.857116699219,-142.012939453125
9,19,142.851257324219,-145.531463623047
9,2,112.848510742188,131.293487548828
9,20,118.765563964844,-146.81396484375
9,21,97.376708984375,-144.283142089844
9,22,76.72607421875,-139.235382080078
9,23,58.0335998535156,-130.650329589844
9,24,41.9647216796875,-120.341644287109
9,25,29.0049743652344,-109.744110107422
9,26,18.162841796875,-100.711517333984
9,27,10.1994323730469,-93.2699584960938
9,28,2.93899536132812,-86.0671997070313
9,29,-2.18536376953125,-79.2929077148438
9,3,136.017456054688,135.796966552734
9,30,-6.62887573242188,-74.090576171875
9,31,-10.1670837402344,-68.8536071777344
9,32,-14.2601013183594,-62.120361328125
9,33,-15.9504699707031,-56.6023254394531
9,4,162.498779296875,136.394653320313
9,5,188.481292724609,132.206878662109
9,6,212.650909423828,121.982574462891
9,7,236.847686767578,107.336730957031
9,8,258.125457763672,87.7108764648438
9,9,276.233520507812,63.5577392578125
